Site,Date,Month,Year,Level (m ngvd29),SRP(mg/L),NH4,NO3,TDN,DOC(mg/L),Cl,SO4(mg/L),DON,Temp,Conductivity(mS/cm),DO (%),DO (mg/L),pH,Restoration day,prec
Midpoint,7/8/10,7,2010,0.4904,0.00728832,0.053652,0.013,1.685177,49.34452,26.21,0.187909488,1.62,30.64,0.12,32,,4.89,1227,0
Midpoint,7/15/10,7,2010,0.5142,0.00872424,0.095052,0.026,1.933964,49.77268,27.13,0.494166279,1.81,27.16,0.131,17.4,,3.52,1234,0
Midpoint,7/22/10,7,2010,0.4777,0.0137016,0.060276,0.035,2.132162,47.29738,42.9,0.415431804,2.04,28.69,0.195,9.3,,3.31,1241,0
Midpoint,7/29/10,7,2010,0.4254,0.00699072,0.004248,0.024,1.590929,45.45094,44.11,0.456571135,1.56,27.82,0.191,14.1,,2.78,1248,2.695754717
Midpoint,8/4/10,8,2010,0.3999,0.0086982,0.0267144,0.034,1.818926,47.52484,50.29,0.443302185,1.76,26.91,0.203,4,,2.3,1254,0.299528302
Midpoint,8/12/10,8,2010,0.4364,0.0116928,0.27942,0.027,2.23334,45.4777,59.87,1.322428898,1.93,28.39,0.235,14,,2.26,1262,10.9827044
Midpoint,8/19/10,8,2010,0.4775,0.0105768,0.9639,0.023,2.762,42.76,142.92,4.238971202,1.78,27.65,0.494,4.7,,3.15,1269,0.499213836
Midpoint,8/26/10,8,2010,0.4827,0.0094608,0.57198,0.028,2.276,37.01,157.04,4.046013401,1.68,25.51,0.583,5.8,,2.07,1276,0
Midpoint,9/1/10,9,2010,0.4513,0.005783514,0.353069592,0.015,1.936,33.23,212.16,5.079348323,1.57,24.63,0.75,7.8,,3.57,1282,0.299528302
Midpoint,9/9/10,9,2010,0.4607,0.002800016,0.345220092,0.011,1.561,25.42,229.44,5.633277506,1.2,24.03,0.827,-6.1,,3.13,1290,0
Midpoint,9/16/10,9,2010,0.4544,0.002715214,0.62578898,0.031,1.727,22.08,282.09,8.14950178,1.07,,,,,,1297,0
Midpoint,9/23/10,9,2010,0.433,0.0025,0.796631429,0.009,1.904,22.05,356.72,12.69780894,1.1,,,,,,1304,0.254000013
Midpoint,10/1/10,10,2010,0.9109,0.007783608,0.744792347,0.02,1.675,18.71,208.29,3.229044352,0.91,,,,,,1312,1.524000079
Midpoint,10/7/10,10,2010,0.9066,0.032641219,0.044672344,0.049,0.786,17.28,37.28,4.86578809,0.69,,,,,,1318,15.74799966
Midpoint,10/13/10,10,2010,0.8073,0.01577,0.215289484,0.028,1.451,37.56,31.44,6.093535048,1.21,,,,,,1324,0
Midpoint,10/21/10,10,2010,0.7499,0.013775667,0.031693117,0.009,1.386,41.45,22.36,6.182303559,1.35,19.4,0.126,40.6,,4.83,1332,0
Midpoint,10/28/10,10,2010,0.7334,0.009384813,0.04339087,,1.723,51.22,,,,22.98,0.148,12.6,,4.92,1339,0.76200004
Midpoint,11/3/10,11,2010,0.7002,0.00933,0.09183567,0.07,2.058368,61.1592,39.92,1.51,1.9,13.59,0.171,33.5,,3.58,1345,1.524000079
Midpoint,11/11/10,11,2010,0.7197,0.00741,0.084221811,0.062,1.911744,60.4512,38.83,1.787,1.77,11.86,0.169,54.9,,4.38,1353,0
Midpoint,11/18/10,11,2010,,0.00996,0.072825103,0.061,1.920592,59.94144,34,4.187,1.79,14.15,0.16,49.6,,4.52,1360,0
Midpoint,11/26/10,11,2010,,0.00623,0.080365769,0.06,1.987584,60.79104,38.05,2.09,1.85,14.86,0.169,40.4,,4.4,1368,2.286000119
Midpoint,12/2/10,12,2010,,0.00794,0.058166179,0.059,1.830848,59.79984,40.4,1.539,1.71,10.24,0.175,52.8,,4.29,1374,0
Midpoint,12/9/10,12,2010,,0.00383,0.058145383,0.051,2.222688,60.0972,43.27,1.241,2.11,5.53,0.187,68.5,,3.69,1381,0.508000026
Midpoint,12/15/10,12,2010,0.6766,0.00653,0.08432224,0.028,1.63872,56.7696,46.65,7.992,1.53,3.52,0.196,72.4,,4.19,1387,0.508000026
Midpoint,12/23/10,12,2010,0.6974,0.0069,0.076699597,0.037,1.607,49.70376,39.52,1.256,1.49,4.75,0.17,53,,4.12,1395,0
Midpoint,12/30/10,12,2010,0.7026,0.00598,0.082591798,0.038,1.552,49.30728,37.39,1.463,1.43,4.26,0.164,58,,4.01,1402,4.064000212
Midpoint,1/7/11,1,2011,0.7071,0.00481,0.054888258,0.039,1.32904,45.05928,34.87,1.661,1.23,6.14,0.153,55.1,,4.11,1410,0.508
Midpoint,1/13/11,1,2011,0.7171,0.0025,0.042583413,0.048,1.447224,46.56024,34.87,1.767,1.36,4.6,0.157,76.2,,4.03,1416,0
Midpoint,1/20/11,1,2011,0.787,0.011165553,0.006920831,0.004,1.151,37.5,32.25,1.785,1.14,7.46,0.132,58,,4.21,1423,0.508
Midpoint,1/27/11,1,2011,0.7972,0.003266897,0.045540003,0.01,1.413,38.21,26.82,2.001,1.36,8.59,0.125,79.3,,4.04,1430,0.508
Midpoint,2/3/11,2,2011,0.7816,0.004337525,0.046125014,0.025,1.405,40.04,27.35,1.936,1.33,9.57,0.126,56.4,,4.28,1437,1.27
Midpoint,2/11/11,2,2011,0.84,0.003066791,0.035618,0.01,0.9995,38,22.9,1.819,0.95,5.92,0.109,92,,3.54,1445,0
Midpoint,2/18/11,2,2011,0.8244,0.00224557,0.031842892,0.006,1.221,42.45,22.53,1.727,1.18,16.15,0.111,99.6,,3.93,1452,0
Midpoint,2/24/11,2,2011,,0.005945167,0.012639623,0.001,1.453444,46.1105,22.96,1.621,1.44,12.66,0.113,80.9,,3.97,1458,0
Midpoint,3/3/11,3,2011,,0.005682489,0.02045327,0.007,1.299456,41.434,23.21,1.661,1.27,12.27,0.107,88.7,,4.4,1465,0
Midpoint,3/9/11,3,2011,,0.005241786,0.007590985,0.012,1.54222,52.04425,23.35,1.253,1.52,15.99,0.111,80.3,,4.1,1471,0
Midpoint,3/17/11,3,2011,,0.0025,0.030817582,0.008,1.49016,49.518,21.79,1.292,1.45,15.97,0.105,79,,4.11,1479,0
Midpoint,3/25/11,3,2011,0.7863,0.009824312,0.030803211,0.031,1.607432,50.3405,22.38,1.02,1.55,16.87,0.107,69.6,,4.11,1487,0
Midpoint,3/31/11,3,2011,0.829,0.0025,0.022348383,0.016,2.279828,52.11475,20.62,1.054,2.24,10.11,0.1,72.2,,3.66,1493,0
Midpoint,4/7/11,4,2011,0.8095,0.005360292,0.012549838,0.034,1.524684,44.12475,20.84,5.442,1.48,19.04,0.108,87.5,,4.35,1500,0
Midpoint,4/14/11,4,2011,0.7918,0.009729951,0.071915634,0.012,1.683604,49.99975,21.26,2.056,1.6,22.5,0.104,52.2,,4.18,1507,0
Midpoint,4/21/11,4,2011,0.8175,0.0025,0.181337887,0.184,2.032132,41.8335,18.43,4.314,1.67,22.45,0.101,50.4,,4.51,1514,0
Midpoint,4/27/11,4,2011,0.7937,0.010798147,0.43861662,0.018,2.032132,44.0895,19.01,4.468,1.58,26.1,0.103,48.5,,4.72,1520,0
Midpoint,5/6/11,5,2011,0.763,0.005978649,0.055879578,0.001,1.76142,44.07775,19.95,2.906,1.7,20.43,0.101,45.8,,4.44,1529,0
Midpoint,5/11/11,5,2011,0.7277,0.0055041,0.029284649,0.017,1.8902,53.372,22.33,1.469,1.84,21.2,0.11,25.9,,4.05,1534,0
Midpoint,5/19/11,5,2011,0.694,0.022400876,0.15649962,0.005,2.103372,57.1555,24.67,7.672,1.94,20.09,0.119,6.8,,4.17,1542,0
Midpoint,5/26/11,5,2011,0.6775,0.0175072,0.292844,0.001,1.643348,51.6436,26.74,1.013,1.35,23.16,0.133,10,,4.62,1549,0
Midpoint,6/2/11,6,2011,0.6117,0.00773072,0.0025,0.007,1.458121,49.30126,26.83,5.458,1.45,27.47,0.121,7.8,,3.94,1556,0
Midpoint,6/9/11,6,2011,0.55,0.0099024,0.0025,0.008,1.623643,51.05158,28.04,3.87,1.61,26.09,0.129,11.8,,4.12,1563,0
Midpoint,6/15/11,6,2011,0.4936,0.0162528,0.17978,0.006,1.732865,50.02198,32.77,7.293,1.55,22.54,0.139,8.3,,3.73,1569,0
Midpoint,6/23/11,6,2011,0.451,0.00643444,0.199656,0.006,1.941,52.06,37.85,1.667,1.74,23.01,0.152,8.6,,4.1,1577,0.254
Midpoint,6/30/11,6,2011,0.4594,0.005261,0.192352,0.011,2.039,68.42,36.08,3.2,1.84,24.35,0.148,7.3,,3.66,1584,0.254
Midpoint,7/7/11,7,2011,0.4928,0.00560068,0.0586888,0.006,1.236,33.12,148.72,7.048,1.17,23.74,0.16,4,,3.97,1591,0
Midpoint,7/14/11,7,2011,0.4809,0.0025,0.131264,0.008,1.052,25.84,263.61,1.558,0.91,25.16,0.167,5.4,,4,1598,0
Midpoint,7/21/11,7,2011,0.4487,0.0025,0.131928,,0.9897,21.14,,,0.86,24.75,0.163,9.5,,4.1,1605,0.254
Midpoint,7/28/11,7,2011,0.4973,0.0025,0.67508,,1.384,16.02,,,0.71,25.74,0.194,9.7,,4.7,1612,0
Midpoint,8/4/11,8,2011,0.4885,0.0025,0.83716,0.015,1.358,12.15,717.94,41.21357289,0.51,26.41,0.207,10.4,,5,1619,0.508
Midpoint,8/11/11,8,2011,0.5099,0.0025,0.3494,0.016,0.9267,11.46,687.23,34.38803177,0.56,24.68,0.295,8.6,,4.54,1626,0
Midpoint,8/18/11,8,2011,0.5062,0.0025,0.55324,0.024,1.049,11.55,814.46,37.87261955,0.47,23.35,0.376,6.6,,4.91,1633,0
Midpoint,8/24/11,8,2011,0.5084,0.0025,0.94636,0.019,1.362,10.58,783.8,37.50571194,0.4,22.55,0.655,20.2,,4.41,1639,0
Midpoint,9/1/11,9,2011,0.9361,0.0093472,0.0102248,0.016,0.8377,18.75,196.23,13.71278845,0.81,23.3,0.25,33.4,,,1647,0
Midpoint,9/8/11,9,2011,0.799,0.0160224,0.0122682,0.015,0.9094,23.12,209.33,9.525898,0.88,23.72,1.604,21.9,,5.35,1654,0.762
Midpoint,9/13/11,9,2011,0.7909,0.005,0.01485,0.015,1.429,42.31,149.9,13.03392769,1.4,22.85,0.642,12,,7.88,1660,0
Midpoint,9/14/11,9,2011,0.7805,0.005,0.0301422,0.015,0.9933,23.59,124.02,4.525493705,0.95,21.25,0.447,17.7,,5.12,1667,0.254
Midpoint,9/21/11,9,2011,0.7949,0.023472,0.0338494,0.015,0.9343,23.74,43.69,2.781145334,0.89,23.28,0.167,6.2,,5.2,1675,11.176
Midpoint,9/29/11,9,2011,0.9923,0.0204456,0.0346438,0.015,0.9563,26.78,42.43,2.966223006,0.91,18.09,0.177,14.3,,4.74,1681,0
Midpoint,10/5/11,10,2011,0.9309,0.0243256,0.072444,0.015,1.233,35.2,65.04,2.382568759,1.15,19.15,0.223,10,,4.98,1689,12.7
Midpoint,10/20/11,10,2011,0.8417,0.014548,0.0335184,0.015,1.384,43.06,74.5,4.303378242,1.34,17.47,0.233,17.1,,4.79,1696,0
Midpoint,10/27/11,10,2011,0.799,0.011425,0.036348458,0.002,1.410616,40.51642,53.22,1.398651787,1.37,15.25,0.22,21.4,,4.65,1703,0
Midpoint,11/2/11,11,2011,0.7848,0.00822425,0.028892022,0.002,1.171488,39.31657,54.55,1.752155434,1.14,11.36,0.224,54.9,,3.86,1709,0
Midpoint,11/10/11,11,2011,0.7759,0.013905,0.066527158,0.001,1.472528,40.45327,53,1.283014582,1.41,14.53,0.221,38.7,,4.75,1716,0
Midpoint,11/16/11,11,2011,0.7547,0.01809,0.12391712,0.001,1.498656,44.02756,56.34,1.099328303,1.37,16.25,0.23,38.1,,3.81,1723,1.27
Midpoint,11/26/11,11,2011,0.7432,0.018245,0.15085367,0.001,1.646336,44.49487,60.24,0.994438279,1.49,9.45,0.239,51.5,,4.63,1733,0
Midpoint,12/1/11,12,2011,0.7452,0.0113475,0.10316247,0.001,1.306672,38.34406,58.87,0.797780788,1.2,8.76,0.234,93.1,10.77,4.35,1738,0
Midpoint,12/7/11,12,2011,0.7312,0.012045,0.16291647,0.001,1.276,38.45773,59.73,0.987124069,1.11,14.24,0.237,68.9,7.04,4.88,1744,4.064
Midpoint,12/19/11,12,2011,0.7082,0.01025475,0.10670823,0.009,1.31008,37.67467,61.24,1.125432368,1.19,6.59,0.242,97.2,11.84,4.21,1756,0
Midpoint,12/28/11,12,2011,0.6984,0.011425,0.15567207,0.002,1.377672,39.93544,63.93,0.8146225,1.22,8.95,0.25,80.1,9.24,4.07,1765,0
Midpoint,1/4/12,1,2012,0.6892,0.009038,0.07556172,0.002,1.209544,37.62415,67.26,1.042758915,1.13,3.81,0.257,111.8,14.69,4.6,1772,0
Midpoint,1/12/12,1,2012,0.6659,0.00823975,0.138248,0.006,1.505472,37.24525,64.28,1.107660647,1.36,9.61,0.257,73.5,8.32,4.45,1780,0.254
Midpoint,1/19/12,1,2012,0.6657,0.0025,0.08008547,0.005,1.216,37.29,67.57,1.485376095,1.13,6.38,0.258,97.6,11.94,3.49,1787,0
Midpoint,1/26/12,1,2012,0.692,0.0025,0.08861875,0.005,0.772,33.38,61.47,1.527906527,0.68,10.14,0.256,119.2,13.17,3.66,1794,0
Midpoint,2/9/12,2,2012,0.7112,0.0025,0.057785995,0.005,0.6956,29.74,40.01,1.244387625,0.63,7.84,0.189,68.3,8.11,3.12,1808,0
Midpoint,2/15/12,2,2012,0.7123,0.0025,0.058811957,0.005,0.9071,32.64,35.01,0.967542572,0.84,7.4,0.179,198.5,23.53,4.11,1814,0
Midpoint,2/23/12,2,2012,0.9058,0.0025,0.03962752,0.005,0.7817,30.25,34.47,1.490430711,0.74,12.05,0.146,131.9,14.09,5.43,1822,2.794
Midpoint,3/1/12,3,2012,0.8937,0.004384,0.045986481,0.005,0.9448,32.63,29.9,1.328672633,0.89,10.85,0.156,44.9,4.89,2.7,1829,0
Midpoint,3/8/12,3,2012,0.7896,0.0025,0.0025,0.005,0.96,30.38,30.99,3.190743226,0.95,10.99,0.137,55.4,6.12,2.47,1836,0
Midpoint,3/15/12,3,2012,0.77,0.0025,0.0118435,0.002,1.01,28.38,34.55,7.559589065,1,14.52,0.166,35.4,3.59,3.45,1843,0
Midpoint,3/22/12,3,2012,0.7436,0.0025,0.0025,0.001,1.21,37.41,35.12,3.760507189,1.2,17.92,0.166,11.3,1.04,3.68,1850,0.254
Midpoint,3/29/12,3,2012,0.6667,0.0025,0.0025,0.002,1.15,35.11,30.86,1.383474457,1.14,16.71,0.132,25.9,2.52,2.11,1857,0
Midpoint,4/4/12,4,2012,0.656,0.0025,0.0166755,0.002,1.2,35.23,32.76,1.190919338,1.18,15.28,0.135,18.3,1.82,2.41,1863,4.826
Midpoint,4/12/12,4,2012,0.634,0.0025,0.011164,0.002,1.19,36.63,32.69,1.08,1.18,12.73,0.136,42.6,4.49,3.22,1871,0
Midpoint,4/18/12,4,2012,0.6078,0.0025,0.0025,0.003,1.38,43.42,35.69,0.65,1.38,20.47,0.151,9.8,0.85,3.34,1877,7.366
Midpoint,4/28/12,4,2012,0.6281,0.0025,0.0025,0.004,1.13,35.46,27.55,0.68,1.13,16.94,0.144,28.7,2.78,3.14,1884,0
Midpoint,5/3/12,5,2012,0.6156,0.0025,0.011315,0.031,1.23,40.47,35.62,0.53,1.18,22.16,0.151,6,0.52,3.22,1892,0
Midpoint,5/10/12,5,2012,0.5724,0.0025,0.016751,0.006,1.22,37.18,41.28,0.81,1.2,21.13,0.166,7.4,0.64,4.5,1899,0
Midpoint,5/17/12,5,2012,0.5333,0.0025,0.0136555,0.005,1.14,34.12,44.62,0.85,1.12,20.41,0.182,4.4,0.4,3.58,1906,0.254
Midpoint,5/25/12,5,2012,0.4917,0.015742,0.25431,0.006,1.019,35.8,48.35,1.11,0.76,19.78,0.204,7.6,0.7,4.53,1914,0.254
Midpoint,5/31/12,5,2012,0.6772,0.01667,0.39769,0.008,0.8039,28.2,35.19,1.27,0.4,21.16,0.114,4.6,0.41,3.99,1920,0
Midpoint,6/7/12,6,2012,0.7448,0.0101972,0.029994,0.005,0.8505,29.18,23.84,2,0.82,19.67,0.103,6,0.53,4.32,1927,0
Midpoint,6/14/12,6,2012,0.715,0.0025,0.07733,0.001,,,24.24,2.58,,22.45,0.113,4.6,0.39,4,1934,0
Midpoint,6/21/12,6,2012,0.6925,0.0025,0.114009,0.004,,,27.44,1.71,,22.5,0.112,4.1,0.35,3.91,1941,0
Midpoint,6/28/12,6,2012,0.7213,0.0025,0.09439,0.001,1.345811,30.44536,31.12,2.37,1.25,24.03,0.128,7.8,0.64,3.37,1948,0
Midpoint,7/4/12,7,2012,0.6819,0.0025,0.005,0.022,1.236935,35.93632,29.24,1.19,1.21,25.98,0.13,7.2,0.58,4.56,1954,0
Midpoint,7/12/12,7,2012,0.6764,0.0025,0.005,0.007,1.486337,38.02048,49.23,1.79,1.47,25.48,0.222,3.3,0.26,4.4,1962,0.254
Midpoint,7/18/12,7,2012,0.657,0.0025,0.005,0.004,1.34771,35.49544,66,0.98,1.34,24.85,0.224,2.8,0.22,4.92,1968,0
Midpoint,7/27/12,7,2012,0.6607,0.0025,0.005,0.004,1.595213,39.49008,57.96,1.1,1.59,25.75,0.248,2.1,0.16,3.09,1977,13.462
Midpoint,8/3/12,8,2012,0.6685,0.0025,0.005,0.007,1.490768,36.16344,140.89,5.68,1.48,25.42,0.543,4,0.32,5.26,1984,10.16
Midpoint,8/9/12,8,2012,0.706,0.0025,0.005,0.004,1.37936,31.434,160.15,6.6,1.37,25.87,0.624,4,0.31,4.58,1990,0
Midpoint,8/16/12,8,2012,0.675,0.0025,0.005,0.004,1.357838,33.59832,122.16,2.94,1.35,26.22,0.462,5,0.39,4.46,1997,0
Midpoint,8/22/12,8,2012,0.7337,0.0025,0.005,0.009,1.079848,31.94968,111.32,2.18,1.07,24.3,0.46,5.1,0.42,3.96,2003,0
Midpoint,8/30/12,8,2012,0.7559,0.0025,0.005,0.007,1.300235,29.04256,108.58,2.56,1.29,26,6.393,7.2,0.57,5.21,2011,0
Midpoint,9/5/12,9,2012,0.7374,0.0025,0.09439,0.004,1.392653,30.64576,114.66,1.73,1.29,24.74,0.455,3.7,0.3,4.46,2017,0
Midpoint,9/13/12,9,2012,0.7695,0.0025,0.005,0.004,1.079951,25.72928,81.52,1.24,1.07,21.36,0.263,6.8,0.57,3.6,2025,0
Midpoint,9/20/12,9,2012,0.7774,0.0025,0.005,0.002,1.137554,29.10936,40.81,0.66,1.13,21.3,0.15,15.4,1.36,3.68,2032,0
Midpoint,9/27/12,9,2012,0.7358,0.0025,0.005,0.004,1.315427,30.01784,34.48,0.38,1.31,21.44,0.13,41.5,3.6,3.81,2039,0
Midpoint,10/4/12,10,2012,0.7423,0.0025,0.005,0.007,1.250861,31.47408,33.37,0.2,1.24,23.82,0.133,10,0.81,3.37,2046,0
Midpoint,10/11/12,10,2012,0.7422,0.0025,0.0148051,0.009,1.443293,34.34648,37.25,0.41,1.42,18.88,0.145,45,4.1,3.37,2053,0
Midpoint,10/18/12,10,2012,0.7243,0.0025,0.005,0.004,1.514822,34.34648,40.35,0.44,1.51,16.87,0.163,20.8,2.01,4.23,2060,0
Midpoint,11/1/12,11,2012,0.8878,0.0025,0.005,0.457,1.344,24.8,22.91,3.01,0.88,,,,,,2074,0
Midpoint,11/9/12,11,2012,0.8373,0.0025,0.027759259,0.056,1.394,28.9,19.51,1.32,1.31,,,,,,2082,0
Midpoint,11/21/12,11,2012,0.8061,0.0025,0.013471052,0.048,1.118,36.54,21.05,6.44,1.06,,,,,,2094,0
Midpoint,11/29/12,11,2012,0.7897,0.0025,0.030441963,0.029,1.146,38.46,27.32,4.28,1.09,7.92,0.122,67,7.9,2.8,2102,0
Midpoint,12/6/12,12,2012,0.7795,0.0025,0.045790111,0.009,1.058,42.18,33.74,3.14,1,11.81,0.136,65,7.03,3.16,2109,0
Midpoint,12/15/12,12,2012,0.8042,0.0025,0.023869074,0.002,1.587,41.39,34.73,2.07,1.56,8.61,0.14,48.8,5.67,4.18,2118,0
Midpoint,12/22/12,12,2012,0.8295,0.0025,0.026,0.019,1.232,37.4,29.802,1.422,1.19,6.02,0.127,76.6,9.48,2.68,2125,0
Midpoint,12/27/12,12,2012,0.8572,0.0025,0.026,0.02,1.118,35.44,28.139,1.199,1.07,9.43,0.123,58.3,6.65,1.92,2130,0
Midpoint,1/4/13,1,2013,0.8708,0.0025,0.023,0.02,0.925,33.59,26.275,1.424,0.88,4.91,0.117,62.8,7.97,2.52,2138,182.372
Midpoint,1/10/13,1,2013,0.852,0.0025,0.015,0.024,0.937,34.55,26.563,1.718,0.9,9.35,0.12,77.1,8.79,2.78,2144,159.004
Midpoint,1/17/13,1,2013,1.0213,0.015,0.02,0.025,1.191,35.88,36.627,1.611,1.15,12.14,0.125,43.9,4.67,2.69,2182,0.254
Midpoint,1/24/13,1,2013,1.0273,0.0025,0.0025,0.019,0.918,33.65,28.688,1.129,0.9,3.76,0.121,94,12.32,3.41,2189,4.826
Midpoint,3/7/13,3,2013,1.1094,0.0025,0.0025,0.026,0.739,26.11,15.078,4.278,0.71,6.94,0.037,79,9.6,2.92,2200,0
Midpoint,3/15/13,3,2013,1.09,0.0025,0.0025,0.045,0.902,28.95,17.102,4.907,0.85,9.88,0.085,45.4,5.1,2.8,2208,0
Midpoint,3/20/13,3,2013,1.0762,0.0025,0.0025,0.028,0.832,31.66,17.6,3.79,0.8,10.3,0.089,45,4.97,3.16,2213,0
Midpoint,3/28/13,3,2013,1.0516,0.0025,0.0025,0.039,0.847,30.38,17.711,3.508,0.81,8.01,0.089,53.8,6.33,3.13,2221,0
Midpoint,4/5/13,4,2013,1.0446,0.0025,0.013,0.008,1.011,32.23,22.435,4.024,0.99,11.57,0.091,73.5,7.95,2.05,2229,2.794
Midpoint,4/11/13,4,2013,1.0195,0.0025,0.0025,0.008,1.195,33.6,18.621,2.64,1.18,13.09,0.095,3.3,0.034,3.29,2235,0
Midpoint,4/18/13,4,2013,1.0022,0.0025,0.0025,0.026,1.109,37.93,20.463,1.713,1.08,15.66,0.118,3,0.29,3.61,2242,0
Midpoint,4/26/13,4,2013,1.0568,0.0025,0.0025,0.018,1.193,35.37,18.058,1.096,1.17,14.67,0.086,17.7,1.79,3.74,2250,0
Midpoint,5/2/13,5,2013,1.0475,0.0025,0.0025,0.032,1.193,34.96,18.991,1.783,1.16,17.69,0.089,20.3,1.91,3.25,2256,0
Midpoint,5/9/13,5,2013,1.0283,0.0025,0.0025,0.024,1.13,37.22,20.256,3.183,1.1,18.2,0.098,6.3,0.59,3.37,2263,2.54
Midpoint,5/15/13,5,2013,1.0014,0.0025,0.022,0.041,1.423,38.42,21.522,2.265,1.36,17.39,0.104,2.6,0.24,3.25,2269,0
Midpoint,5/23/13,5,2013,0.9824,0.0025,0.018,0.018,1.277,44.53,22.777,1.197,1.24,22.78,0.115,1.6,0.14,4.32,2277,5.842
Midpoint,5/29/13,5,2013,0.9556,0.0025,0.011,0.03,1.688,43.35,25.36,1.114,1.65,18.27,0.121,3.3,0.31,3.47,2283,0
Midpoint,6/5/13,6,2013,0.9317,0.0025,0.0025,0.068,1.343,43.49,28.72,0.877,1.27,,,,,,2290,0
Midpoint,6/14/13,6,2013,1.0026,0.0025,0.0025,0.027,1.174,40.08,19.438,0.673,1.14,,,,,,2299,0.254
Midpoint,6/19/13,6,2013,1.0182,0.0025,0.0025,0.03,1.067,34.62,18.367,0.707,1.03,,,,,,2304,0.762
Midpoint,6/28/13,6,2013,1.0161,0.0025,0.0025,0.03,1.199,36.3,17.426,0.655,1.17,23.48,0.125,2.3,0.2,3.2,2313,16.002
Midpoint,7/6/13,7,2013,1.0843,0.0025,0.0025,0.033,1.186,35.73,16.158,1.073,1.15,23.38,0.12,3.2,0.28,4.17,2321,0
Midpoint,7/11/13,7,2013,1.0385,0.0025,0.0025,0.017,0.967,33.91,15.394,2.454,0.95,24.5,0.125,3,0.25,4.19,2326,14.732
Midpoint,7/18/13,7,2013,1.0179,0.0025,0.0025,0.012,1.028,35.61,16.336,2.933,1.01,25.95,0.106,2.4,0.19,2.64,2333,0
Midpoint,7/25/13,7,2013,1.0183,0.0025,0.0025,0.013,1.414,40.86,18.403,1.703,1.4,24.9,0.122,4.4,0.36,4.33,2340,0.254
Midpoint,8/1/13,8,2013,1.0044,0.0025,0.019,0.017,1.249,47.41,20.831,1.6,1.21,24.73,0.124,3.5,0.28,4,2347,5.334
Midpoint,8/9/13,8,2013,1.0123,0.011,0.127,0.014,1.474,45.35,21.177,0.982,1.33,23.11,0.122,3.2,0.26,3.97,2355,0
Midpoint,8/16/13,8,2013,1.1227,0.0025,0.035,0.025,1.052,38.85,14.633,0.901,0.99,22.23,0.59,6,0.52,3.68,2362,2.286
Midpoint,8/23/13,8,2013,1.1743,0.0025,0.033,0.029,0.884,32.98,11.523,2.827,0.82,23.59,0.075,3.7,0.31,4.08,2369,23.622
Midpoint,8/30/13,8,2013,1.117,0.0025,0.0125,0.038,1.007,34.43,11.6,3.939,0.96,23.42,0.085,8.8,0.74,4.19,2376,0
Midpoint,9/6/13,9,2013,1.0832,0.0025,0.0177,0.004,1.148,34.117,11.892,3.136,1.13,24.04,0.091,4.3,,0.36,2383,0
Midpoint,9/12/13,9,2013,1.0415,0.0025,0.0995,0.021,1.446,41.439,14.254,2.126,1.33,23.31,0.094,4.1,0.34,4.28,2389,0
Midpoint,9/19/13,9,2013,1.0106,0.0358,0.0329,0.005,1.434,45.918,15.536,1.664,1.4,20,0.09,4.9,0.44,3.97,2396,0
Midpoint,9/27/13,9,2013,0.9906,0.0025,0.0568,0.01,1.412,45.773,16.603,1.525,1.35,18.67,0.099,6.3,0.59,4.11,2404,0
Midpoint,10/3/13,10,2013,0.9598,0.0025,0.126,0.009,1.578,48.635,17.954,1.064,1.44,19.2,0.103,7,0.62,4.12,2410,0
Midpoint,10/11/13,10,2013,1.2136,0.0213,0.178,0.033,1.2,32.645,10.864,1.067,0.99,20,0.063,13.3,1.21,3.75,2418,1.016
Midpoint,10/25/13,10,2013,1.1293,0.0025,0.0292,0.003,1.16,35.818,12.786,3.285,1.13,13.75,0.081,20.1,2.09,4.15,2432,0
Midpoint,11/1/13,11,2013,1.0785,0.0025,0.0376,0.06,1.247,39.219,15.419,3.062,1.15,14.99,0.089,5.2,0.52,4.36,2439,9.906
Midpoint,11/8/13,11,2013,1.0893,0.0025,0.0259,0.053,1.376,45.607,17.358,1.658,1.3,12.36,0.093,24.8,2.63,3.28,2446,0
Midpoint,11/17/13,11,2013,1.0556,0.0025,0.0309,0.008,1.376,50.46,20.453,1.735,1.34,9.97,0.109,10.8,1.2,4.43,2455,0.762
Midpoint,11/23/13,11,2013,1.0401,0.0025,0.0391,0.058,1.539,55.604,21.274,1.559,1.44,13.05,0.109,22.8,2.38,3.02,2461,1.016
Midpoint,11/29/13,11,2013,1.1271,0.0025,0.0223,0.018,1.402,51.373,18.964,1.616,1.36,5.96,0.097,49,6.09,3.3,2467,0
Midpoint,12/4/13,12,2013,1.103,0.0025,0.0353,0.248,1.268,31.649,15.069,6.441,0.99,3.75,0.09,53.2,6.31,3.27,2472,1.27
Midpoint,12/14/13,12,2013,1.1219,0.0025,0.0317,0.061,1.02,29.741,15.234,7.405,0.93,5.27,0.09,43.4,5.51,3,2482,22.606
Midpoint,12/19/13,12,2013,1.1427,0.0025,0.0275,0.137,0.958,26.485,14.336,8.334,0.79,6.7,0.091,47.7,5.82,3.85,2487,0
Midpoint,1/3/14,1,2014,1.1499,0.0025,0.0307,0.053,0.556,15.955,9.042,2.456,0.47,7.25,0.07,46,5.59,3.1,2502,0
